x,y,GRID,GID,Lon,Lat
-90.7916801,38.29166711,47284,I47284,-90.792,38.292
-90.7916801,38.37500044,47285,I47285,-90.792,38.375
-90.7916801,38.45833377,47286,I47286,-90.792,38.458
-90.7916801,38.5416671,47287,I47287,-90.792,38.542
-90.7916801,38.62500043,47288,I47288,-90.792,38.625
-90.7916801,38.70833376,47289,I47289,-90.792,38.708
-90.7916801,38.79166709,47290,I47290,-90.792,38.792
-90.7916801,38.87500042,47291,I47291,-90.792,38.875
-90.7916801,38.95833375,47292,I47292,-90.792,38.958
-90.7916801,39.04166708,47293,I47293,-90.792,39.042
-90.7916801,39.12500041,47294,I47294,-90.792,39.125
-90.7916801,39.20833374,47295,I47295,-90.792,39.208
-90.7916801,39.29166707,47296,I47296,-90.792,39.292
-90.7916801,39.3750004,47297,I47297,-90.792,39.375
-90.7916801,39.45833373,47298,I47298,-90.792,39.458
-90.7916801,39.54166706,47299,I47299,-90.792,39.542
-90.7916801,39.62500039,47300,I47300,-90.792,39.625
-90.7916801,39.70833372,47301,I47301,-90.792,39.708
-90.7916801,39.79166705,47302,I47302,-90.792,39.792
-90.7916801,39.87500038,47303,I47303,-90.792,39.875
-90.7916801,39.95833371,47304,I47304,-90.792,39.958
-90.7916801,40.04166704,47305,I47305,-90.792,40.042
-90.7916801,40.12500037,47306,I47306,-90.792,40.125
-90.7916801,40.2083337,47307,I47307,-90.792,40.208
-90.7916801,40.29166703,47308,I47308,-90.792,40.292
-90.7916801,40.37500036,47309,I47309,-90.792,40.375
-90.7916801,40.45833369,47310,I47310,-90.792,40.458
-90.7916801,40.54166702,47311,I47311,-90.792,40.542
-90.7916801,40.62500035,47312,I47312,-90.792,40.625
-90.7916801,40.70833368,47313,I47313,-90.792,40.708
-90.7916801,40.79166701,47314,I47314,-90.792,40.792
-90.7916801,40.87500034,47315,I47315,-90.792,40.875
-90.7916801,40.95833367,47316,I47316,-90.792,40.958
-90.7916801,41.041667,47317,I47317,-90.792,41.042
-90.7916801,41.12500033,47318,I47318,-90.792,41.125
-90.7916801,41.20833366,47319,I47319,-90.792,41.208
-90.7916801,41.29166699,47320,I47320,-90.792,41.292
-90.7916801,41.37500032,47321,I47321,-90.792,41.375
-90.7916801,41.45833365,47322,I47322,-90.792,41.458
-90.7916801,41.54166698,47323,I47323,-90.792,41.542
-90.7916801,41.62500031,47324,I47324,-90.792,41.625
-90.7916801,41.70833364,47325,I47325,-90.792,41.708
-90.7916801,41.79166697,47326,I47326,-90.792,41.792
-90.7916801,41.8750003,47327,I47327,-90.792,41.875
-90.7916801,41.95833363,47328,I47328,-90.792,41.958
-90.7916801,42.04166696,47329,I47329,-90.792,42.042
-90.7916801,42.12500029,47330,I47330,-90.792,42.125
-90.7916801,42.20833362,47331,I47331,-90.792,42.208
-90.7916801,42.29166695,47332,I47332,-90.792,42.292
-90.7916801,42.37500028,47333,I47333,-90.792,42.375
-90.7916801,42.45833361,47334,I47334,-90.792,42.458
-90.7916801,42.54166694,47335,I47335,-90.792,42.542
-90.7916801,42.62500027,47336,I47336,-90.792,42.625
-90.7916801,42.7083336,47337,I47337,-90.792,42.708
-90.7916801,42.79166693,47338,I47338,-90.792,42.792
-90.7916801,42.87500026,47339,I47339,-90.792,42.875
-90.7916801,42.95833359,47340,I47340,-90.792,42.958
-90.7916801,43.04166692,47341,I47341,-90.792,43.042
-90.7916801,43.12500025,47342,I47342,-90.792,43.125
-90.7916801,43.20833358,47343,I47343,-90.792,43.208
-90.7916801,43.29166691,47344,I47344,-90.792,43.292
-90.7916801,43.37500024,47345,I47345,-90.792,43.375
-90.7916801,43.45833357,47346,I47346,-90.792,43.458
-90.7916801,43.5416669,47347,I47347,-90.792,43.542
-90.7916801,43.62500023,47348,I47348,-90.792,43.625
-90.7916801,43.70833356,47349,I47349,-90.792,43.708
-90.7916801,43.79166689,47350,I47350,-90.792,43.792
-90.7916801,43.87500022,47351,I47351,-90.792,43.875
-90.7916801,43.95833355,47352,I47352,-90.792,43.958
-90.7916801,44.04166688,47353,I47353,-90.792,44.042
-90.7916801,44.12500021,47354,I47354,-90.792,44.125
-90.7916801,44.20833354,47355,I47355,-90.792,44.208
-90.7916801,44.29166687,47356,I47356,-90.792,44.292
-90.7916801,44.3750002,47357,I47357,-90.792,44.375
-90.7916801,44.45833353,47358,I47358,-90.792,44.458
-90.7916801,44.54166686,47359,I47359,-90.792,44.542
-90.7916801,44.62500019,47360,I47360,-90.792,44.625
-90.7916801,44.70833352,47361,I47361,-90.792,44.708
-90.7916801,44.79166685,47362,I47362,-90.792,44.792
-90.7916801,44.87500018,47363,I47363,-90.792,44.875
-90.7916801,44.95833351,47364,I47364,-90.792,44.958
-90.7916801,45.04166684,47365,I47365,-90.792,45.042
-90.7916801,45.12500017,47366,I47366,-90.792,45.125
-90.7916801,45.2083335,47367,I47367,-90.792,45.208
-90.7916801,45.29166683,47368,I47368,-90.792,45.292
-90.7916801,45.37500016,47369,I47369,-90.792,45.375
-90.7916801,45.45833349,47370,I47370,-90.792,45.458
-90.7916801,45.54166682,47371,I47371,-90.792,45.542
-90.7916801,45.79166681,47373,I47373,-90.792,45.792
-90.7916801,46.37500012,47376,I47376,-90.792,46.375
-90.7916801,46.45833345,47377,I47377,-90.792,46.458
-90.7083468,30.45833409,47389,I47389,-90.708,30.458
-90.7083468,31.0416674,47396,I47396,-90.708,31.042
-90.7083468,31.12500073,47397,I47397,-90.708,31.125
-90.7083468,31.20833406,47398,I47398,-90.708,31.208
-90.7083468,31.29166739,47399,I47399,-90.708,31.292
-90.7083468,31.37500072,47400,I47400,-90.708,31.375
-90.7083468,31.45833405,47401,I47401,-90.708,31.458
-90.7083468,31.54166738,47402,I47402,-90.708,31.542
-90.7083468,31.62500071,47403,I47403,-90.708,31.625
-90.7083468,31.70833404,47404,I47404,-90.708,31.708
-90.7083468,31.79166737,47405,I47405,-90.708,31.792
-90.7083468,31.8750007,47406,I47406,-90.708,31.875
-90.7083468,31.95833403,47407,I47407,-90.708,31.958
-90.7083468,32.04166736,47408,I47408,-90.708,32.042
-90.7083468,32.12500069,47409,I47409,-90.708,32.125
-90.7083468,32.20833402,47410,I47410,-90.708,32.208
-90.7083468,32.29166735,47411,I47411,-90.708,32.292
-90.7083468,32.37500068,47412,I47412,-90.708,32.375
-90.7083468,32.45833401,47413,I47413,-90.708,32.458
-90.7083468,32.54166734,47414,I47414,-90.708,32.542
-90.7083468,32.62500067,47415,I47415,-90.708,32.625
-90.7083468,32.708334,47416,I47416,-90.708,32.708
-90.7083468,32.79166733,47417,I47417,-90.708,32.792
-90.7083468,32.87500066,47418,I47418,-90.708,32.875
-90.7083468,32.95833399,47419,I47419,-90.708,32.958
-90.7083468,33.04166732,47420,I47420,-90.708,33.042
-90.7083468,33.12500065,47421,I47421,-90.708,33.125
-90.7083468,33.20833398,47422,I47422,-90.708,33.208
-90.7083468,33.29166731,47423,I47423,-90.708,33.292
-90.7083468,33.37500064,47424,I47424,-90.708,33.375
-90.7083468,33.45833397,47425,I47425,-90.708,33.458
-90.7083468,33.5416673,47426,I47426,-90.708,33.542
-90.7083468,33.62500063,47427,I47427,-90.708,33.625
-90.7083468,33.70833396,47428,I47428,-90.708,33.708
-90.7083468,33.79166729,47429,I47429,-90.708,33.792
-90.7083468,33.87500062,47430,I47430,-90.708,33.875
-90.7083468,33.95833395,47431,I47431,-90.708,33.958
-90.7083468,34.04166728,47432,I47432,-90.708,34.042
-90.7083468,34.12500061,47433,I47433,-90.708,34.125
-90.7083468,34.20833394,47434,I47434,-90.708,34.208
-90.7083468,34.29166727,47435,I47435,-90.708,34.292
-90.7083468,34.3750006,47436,I47436,-90.708,34.375
-90.7083468,34.45833393,47437,I47437,-90.708,34.458
-90.7083468,34.54166726,47438,I47438,-90.708,34.542
-90.7083468,34.62500059,47439,I47439,-90.708,34.625
-90.7083468,34.70833392,47440,I47440,-90.708,34.708
-90.7083468,34.79166725,47441,I47441,-90.708,34.792
-90.7083468,34.87500058,47442,I47442,-90.708,34.875
-90.7083468,34.95833391,47443,I47443,-90.708,34.958
-90.7083468,35.04166724,47444,I47444,-90.708,35.042
-90.7083468,35.12500057,47445,I47445,-90.708,35.125
-90.7083468,35.2083339,47446,I47446,-90.708,35.208
-90.7083468,35.29166723,47447,I47447,-90.708,35.292
-90.7083468,35.37500056,47448,I47448,-90.708,35.375
-90.7083468,35.45833389,47449,I47449,-90.708,35.458
-90.7083468,35.54166722,47450,I47450,-90.708,35.542
-90.7083468,35.62500055,47451,I47451,-90.708,35.625
-90.7083468,35.70833388,47452,I47452,-90.708,35.708
-90.7083468,35.79166721,47453,I47453,-90.708,35.792
-90.7083468,35.87500054,47454,I47454,-90.708,35.875
-90.7083468,35.95833387,47455,I47455,-90.708,35.958
-90.7083468,36.0416672,47456,I47456,-90.708,36.042
-90.7083468,36.12500053,47457,I47457,-90.708,36.125
-90.7083468,36.20833386,47458,I47458,-90.708,36.208
-90.7083468,36.29166719,47459,I47459,-90.708,36.292
-90.7083468,36.37500052,47460,I47460,-90.708,36.375
-90.7083468,36.45833385,47461,I47461,-90.708,36.458
-90.7083468,36.54166718,47462,I47462,-90.708,36.542
-90.7083468,37.20833382,47468,I47468,-90.708,37.208
-90.7083468,37.95833379,47473,I47473,-90.708,37.958
-90.7083468,38.12500045,47475,I47475,-90.708,38.125
-90.7083468,38.20833378,47476,I47476,-90.708,38.208
-90.7083468,38.29166711,47477,I47477,-90.708,38.292
-90.7083468,38.37500044,47478,I47478,-90.708,38.375
-90.7083468,38.45833377,47479,I47479,-90.708,38.458
-90.7083468,38.5416671,47480,I47480,-90.708,38.542
-90.7083468,38.62500043,47481,I47481,-90.708,38.625
-90.7083468,38.70833376,47482,I47482,-90.708,38.708
-90.7083468,38.79166709,47483,I47483,-90.708,38.792
-90.7083468,38.87500042,47484,I47484,-90.708,38.875
-90.7083468,38.95833375,47485,I47485,-90.708,38.958
-90.7083468,39.04166708,47486,I47486,-90.708,39.042
-90.7083468,39.12500041,47487,I47487,-90.708,39.125
-90.7083468,39.20833374,47488,I47488,-90.708,39.208
-90.7083468,39.29166707,47489,I47489,-90.708,39.292
-90.7083468,39.3750004,47490,I47490,-90.708,39.375
-90.7083468,39.45833373,47491,I47491,-90.708,39.458
-90.7083468,39.54166706,47492,I47492,-90.708,39.542
-90.7083468,39.62500039,47493,I47493,-90.708,39.625
-90.7083468,39.70833372,47494,I47494,-90.708,39.708
-90.7083468,39.79166705,47495,I47495,-90.708,39.792
-90.7083468,39.87500038,47496,I47496,-90.708,39.875
-90.7083468,39.95833371,47497,I47497,-90.708,39.958
-90.7083468,40.04166704,47498,I47498,-90.708,40.042
-90.7083468,40.12500037,47499,I47499,-90.708,40.125
-90.7083468,40.2083337,47500,I47500,-90.708,40.208
-90.7083468,40.29166703,47501,I47501,-90.708,40.292
-90.7083468,40.37500036,47502,I47502,-90.708,40.375
-90.7083468,40.45833369,47503,I47503,-90.708,40.458
-90.7083468,40.54166702,47504,I47504,-90.708,40.542
-90.7083468,40.62500035,47505,I47505,-90.708,40.625
-90.7083468,40.70833368,47506,I47506,-90.708,40.708
-90.7083468,40.79166701,47507,I47507,-90.708,40.792
-90.7083468,40.87500034,47508,I47508,-90.708,40.875
-90.7083468,40.95833367,47509,I47509,-90.708,40.958
-90.7083468,41.041667,47510,I47510,-90.708,41.042
-90.7083468,41.12500033,47511,I47511,-90.708,41.125
-90.7083468,41.20833366,47512,I47512,-90.708,41.208
-90.7083468,41.29166699,47513,I47513,-90.708,41.292
-90.7083468,41.37500032,47514,I47514,-90.708,41.375
-90.7083468,41.45833365,47515,I47515,-90.708,41.458
-90.7083468,41.54166698,47516,I47516,-90.708,41.542
-90.7083468,41.62500031,47517,I47517,-90.708,41.625
-90.7083468,41.70833364,47518,I47518,-90.708,41.708
-90.7083468,41.79166697,47519,I47519,-90.708,41.792
-90.7083468,41.8750003,47520,I47520,-90.708,41.875
-90.7083468,41.95833363,47521,I47521,-90.708,41.958
-90.7083468,42.04166696,47522,I47522,-90.708,42.042
-90.7083468,42.12500029,47523,I47523,-90.708,42.125
-90.7083468,42.20833362,47524,I47524,-90.708,42.208
-90.7083468,42.29166695,47525,I47525,-90.708,42.292
-90.7083468,42.37500028,47526,I47526,-90.708,42.375
-90.7083468,42.45833361,47527,I47527,-90.708,42.458
-90.7083468,42.54166694,47528,I47528,-90.708,42.542
-90.7083468,42.62500027,47529,I47529,-90.708,42.625
-90.7083468,42.7083336,47530,I47530,-90.708,42.708
-90.7083468,42.79166693,47531,I47531,-90.708,42.792
-90.7083468,42.87500026,47532,I47532,-90.708,42.875
-90.7083468,42.95833359,47533,I47533,-90.708,42.958
-90.7083468,43.04166692,47534,I47534,-90.708,43.042
-90.7083468,43.12500025,47535,I47535,-90.708,43.125
-90.7083468,43.20833358,47536,I47536,-90.708,43.208
-90.7083468,43.29166691,47537,I47537,-90.708,43.292
-90.7083468,43.37500024,47538,I47538,-90.708,43.375
-90.7083468,43.45833357,47539,I47539,-90.708,43.458
-90.7083468,43.5416669,47540,I47540,-90.708,43.542
-90.7083468,43.62500023,47541,I47541,-90.708,43.625
-90.7083468,43.70833356,47542,I47542,-90.708,43.708
-90.7083468,43.79166689,47543,I47543,-90.708,43.792
-90.7083468,43.87500022,47544,I47544,-90.708,43.875
-90.7083468,43.95833355,47545,I47545,-90.708,43.958
-90.7083468,44.04166688,47546,I47546,-90.708,44.042
-90.7083468,44.12500021,47547,I47547,-90.708,44.125
-90.7083468,44.20833354,47548,I47548,-90.708,44.208
-90.7083468,44.29166687,47549,I47549,-90.708,44.292
-90.7083468,44.3750002,47550,I47550,-90.708,44.375
-90.7083468,44.45833353,47551,I47551,-90.708,44.458
-90.7083468,44.54166686,47552,I47552,-90.708,44.542
-90.7083468,44.62500019,47553,I47553,-90.708,44.625
-90.7083468,44.70833352,47554,I47554,-90.708,44.708
-90.7083468,44.79166685,47555,I47555,-90.708,44.792
-90.7083468,44.87500018,47556,I47556,-90.708,44.875
-90.7083468,44.95833351,47557,I47557,-90.708,44.958
-90.7083468,45.04166684,47558,I47558,-90.708,45.042
-90.7083468,45.12500017,47559,I47559,-90.708,45.125
-90.7083468,45.2083335,47560,I47560,-90.708,45.208
-90.7083468,45.29166683,47561,I47561,-90.708,45.292
-90.7083468,45.37500016,47562,I47562,-90.708,45.375
-90.7083468,45.54166682,47564,I47564,-90.708,45.542
-90.7083468,45.62500015,47565,I47565,-90.708,45.625
-90.7083468,46.37500012,47570,I47570,-90.708,46.375
-90.6250135,31.0416674,47590,I47590,-90.625,31.042
-90.6250135,31.12500073,47591,I47591,-90.625,31.125
-90.6250135,31.20833406,47592,I47592,-90.625,31.208
-90.6250135,31.29166739,47593,I47593,-90.625,31.292
-90.6250135,31.37500072,47594,I47594,-90.625,31.375
-90.6250135,31.45833405,47595,I47595,-90.625,31.458
-90.6250135,31.54166738,47596,I47596,-90.625,31.542
-90.6250135,31.62500071,47597,I47597,-90.625,31.625
-90.6250135,31.70833404,47598,I47598,-90.625,31.708
-90.6250135,31.79166737,47599,I47599,-90.625,31.792
-90.6250135,31.8750007,47600,I47600,-90.625,31.875
-90.6250135,31.95833403,47601,I47601,-90.625,31.958
-90.6250135,32.04166736,47602,I47602,-90.625,32.042
-90.6250135,32.12500069,47603,I47603,-90.625,32.125
-90.6250135,32.20833402,47604,I47604,-90.625,32.208
-90.6250135,32.29166735,47605,I47605,-90.625,32.292
-90.6250135,32.37500068,47606,I47606,-90.625,32.375
-90.6250135,32.45833401,47607,I47607,-90.625,32.458
-90.6250135,32.54166734,47608,I47608,-90.625,32.542
-90.6250135,32.62500067,47609,I47609,-90.625,32.625
-90.6250135,32.708334,47610,I47610,-90.625,32.708
-90.6250135,32.79166733,47611,I47611,-90.625,32.792
-90.6250135,32.87500066,47612,I47612,-90.625,32.875
-90.6250135,32.95833399,47613,I47613,-90.625,32.958
-90.6250135,33.04166732,47614,I47614,-90.625,33.042
-90.6250135,33.12500065,47615,I47615,-90.625,33.125
-90.6250135,33.20833398,47616,I47616,-90.625,33.208
-90.6250135,33.29166731,47617,I47617,-90.625,33.292
-90.6250135,33.37500064,47618,I47618,-90.625,33.375
-90.6250135,33.45833397,47619,I47619,-90.625,33.458
-90.6250135,33.5416673,47620,I47620,-90.625,33.542
-90.6250135,33.62500063,47621,I47621,-90.625,33.625
-90.6250135,33.70833396,47622,I47622,-90.625,33.708
-90.6250135,33.79166729,47623,I47623,-90.625,33.792
-90.6250135,33.87500062,47624,I47624,-90.625,33.875
-90.6250135,33.95833395,47625,I47625,-90.625,33.958
-90.6250135,34.04166728,47626,I47626,-90.625,34.042
-90.6250135,34.12500061,47627,I47627,-90.625,34.125
-90.6250135,34.20833394,47628,I47628,-90.625,34.208
-90.6250135,34.29166727,47629,I47629,-90.625,34.292
-90.6250135,34.3750006,47630,I47630,-90.625,34.375
-90.6250135,34.45833393,47631,I47631,-90.625,34.458
-90.6250135,34.54166726,47632,I47632,-90.625,34.542
-90.6250135,34.62500059,47633,I47633,-90.625,34.625
-90.6250135,34.70833392,47634,I47634,-90.625,34.708
-90.6250135,34.79166725,47635,I47635,-90.625,34.792
-90.6250135,34.87500058,47636,I47636,-90.625,34.875
-90.6250135,34.95833391,47637,I47637,-90.625,34.958
-90.6250135,35.04166724,47638,I47638,-90.625,35.042
-90.6250135,35.12500057,47639,I47639,-90.625,35.125
-90.6250135,35.2083339,47640,I47640,-90.625,35.208
-90.6250135,35.29166723,47641,I47641,-90.625,35.292
-90.6250135,35.37500056,47642,I47642,-90.625,35.375
-90.6250135,35.45833389,47643,I47643,-90.625,35.458
-90.6250135,35.54166722,47644,I47644,-90.625,35.542
-90.6250135,35.62500055,47645,I47645,-90.625,35.625
-90.6250135,35.70833388,47646,I47646,-90.625,35.708
-90.6250135,35.79166721,47647,I47647,-90.625,35.792
-90.6250135,35.87500054,47648,I47648,-90.625,35.875
-90.6250135,35.95833387,47649,I47649,-90.625,35.958
-90.6250135,36.0416672,47650,I47650,-90.625,36.042
-90.6250135,36.12500053,47651,I47651,-90.625,36.125
-90.6250135,36.20833386,47652,I47652,-90.625,36.208
-90.6250135,36.29166719,47653,I47653,-90.625,36.292
-90.6250135,36.37500052,47654,I47654,-90.625,36.375
-90.6250135,36.45833385,47655,I47655,-90.625,36.458
-90.6250135,36.54166718,47656,I47656,-90.625,36.542
-90.6250135,36.62500051,47657,I47657,-90.625,36.625
-90.6250135,36.70833384,47658,I47658,-90.625,36.708
-90.6250135,37.04166716,47659,I47659,-90.625,37.042
-90.6250135,37.12500049,47660,I47660,-90.625,37.125
-90.6250135,37.87500046,47664,I47664,-90.625,37.875
-90.6250135,38.04166712,47665,I47665,-90.625,38.042
-90.6250135,38.12500045,47666,I47666,-90.625,38.125
-90.6250135,38.20833378,47667,I47667,-90.625,38.208
-90.6250135,38.29166711,47668,I47668,-90.625,38.292
-90.6250135,38.37500044,47669,I47669,-90.625,38.375
-90.6250135,38.45833377,47670,I47670,-90.625,38.458
-90.6250135,38.5416671,47671,I47671,-90.625,38.542
-90.6250135,38.62500043,47672,I47672,-90.625,38.625
-90.6250135,38.70833376,47673,I47673,-90.625,38.708
-90.6250135,38.79166709,47674,I47674,-90.625,38.792
-90.6250135,38.87500042,47675,I47675,-90.625,38.875
-90.6250135,38.95833375,47676,I47676,-90.625,38.958
-90.6250135,39.04166708,47677,I47677,-90.625,39.042
-90.6250135,39.12500041,47678,I47678,-90.625,39.125
-90.6250135,39.20833374,47679,I47679,-90.625,39.208
-90.6250135,39.29166707,47680,I47680,-90.625,39.292
-90.6250135,39.3750004,47681,I47681,-90.625,39.375
-90.6250135,39.45833373,47682,I47682,-90.625,39.458
-90.6250135,39.54166706,47683,I47683,-90.625,39.542
-90.6250135,39.62500039,47684,I47684,-90.625,39.625
-90.6250135,39.70833372,47685,I47685,-90.625,39.708
-90.6250135,39.79166705,47686,I47686,-90.625,39.792
-90.6250135,39.87500038,47687,I47687,-90.625,39.875
-90.6250135,39.95833371,47688,I47688,-90.625,39.958
-90.6250135,40.04166704,47689,I47689,-90.625,40.042
-90.6250135,40.12500037,47690,I47690,-90.625,40.125
-90.6250135,40.2083337,47691,I47691,-90.625,40.208
-90.6250135,40.29166703,47692,I47692,-90.625,40.292
-90.6250135,40.37500036,47693,I47693,-90.625,40.375
-90.6250135,40.45833369,47694,I47694,-90.625,40.458
-90.6250135,40.54166702,47695,I47695,-90.625,40.542
-90.6250135,40.62500035,47696,I47696,-90.625,40.625
-90.6250135,40.70833368,47697,I47697,-90.625,40.708
-90.6250135,40.79166701,47698,I47698,-90.625,40.792
-90.6250135,40.87500034,47699,I47699,-90.625,40.875
-90.6250135,40.95833367,47700,I47700,-90.625,40.958
-90.6250135,41.041667,47701,I47701,-90.625,41.042
-90.6250135,41.12500033,47702,I47702,-90.625,41.125
-90.6250135,41.20833366,47703,I47703,-90.625,41.208
-90.6250135,41.29166699,47704,I47704,-90.625,41.292
-90.6250135,41.37500032,47705,I47705,-90.625,41.375
-90.6250135,41.45833365,47706,I47706,-90.625,41.458
-90.6250135,41.54166698,47707,I47707,-90.625,41.542
-90.6250135,41.62500031,47708,I47708,-90.625,41.625
-90.6250135,41.70833364,47709,I47709,-90.625,41.708
-90.6250135,41.79166697,47710,I47710,-90.625,41.792
-90.6250135,41.8750003,47711,I47711,-90.625,41.875
-90.6250135,41.95833363,47712,I47712,-90.625,41.958
-90.6250135,42.04166696,47713,I47713,-90.625,42.042
-90.6250135,42.12500029,47714,I47714,-90.625,42.125
-90.6250135,42.20833362,47715,I47715,-90.625,42.208
-90.6250135,42.29166695,47716,I47716,-90.625,42.292
-90.6250135,42.37500028,47717,I47717,-90.625,42.375
-90.6250135,42.45833361,47718,I47718,-90.625,42.458
-90.6250135,42.54166694,47719,I47719,-90.625,42.542
-90.6250135,42.62500027,47720,I47720,-90.625,42.625
-90.6250135,42.7083336,47721,I47721,-90.625,42.708
-90.6250135,42.79166693,47722,I47722,-90.625,42.792
-90.6250135,42.87500026,47723,I47723,-90.625,42.875
-90.6250135,42.95833359,47724,I47724,-90.625,42.958
-90.6250135,43.04166692,47725,I47725,-90.625,43.042
-90.6250135,43.12500025,47726,I47726,-90.625,43.125
-90.6250135,43.20833358,47727,I47727,-90.625,43.208
-90.6250135,43.29166691,47728,I47728,-90.625,43.292
-90.6250135,43.37500024,47729,I47729,-90.625,43.375
-90.6250135,43.45833357,47730,I47730,-90.625,43.458
-90.6250135,43.5416669,47731,I47731,-90.625,43.542
-90.6250135,43.62500023,47732,I47732,-90.625,43.625
-90.6250135,43.70833356,47733,I47733,-90.625,43.708
-90.6250135,43.79166689,47734,I47734,-90.625,43.792
-90.6250135,43.87500022,47735,I47735,-90.625,43.875
-90.6250135,43.95833355,47736,I47736,-90.625,43.958
-90.6250135,44.04166688,47737,I47737,-90.625,44.042
-90.6250135,44.12500021,47738,I47738,-90.625,44.125
-90.6250135,44.29166687,47740,I47740,-90.625,44.292
-90.6250135,44.3750002,47741,I47741,-90.625,44.375
-90.6250135,44.45833353,47742,I47742,-90.625,44.458
-90.6250135,44.54166686,47743,I47743,-90.625,44.542
-90.6250135,44.62500019,47744,I47744,-90.625,44.625
-90.6250135,44.70833352,47745,I47745,-90.625,44.708
-90.6250135,44.79166685,47746,I47746,-90.625,44.792
-90.6250135,44.87500018,47747,I47747,-90.625,44.875
-90.6250135,44.95833351,47748,I47748,-90.625,44.958
-90.6250135,45.04166684,47749,I47749,-90.625,45.042
-90.6250135,45.12500017,47750,I47750,-90.625,45.125
-90.6250135,45.2083335,47751,I47751,-90.625,45.208
-90.6250135,45.45833349,47754,I47754,-90.625,45.458
-90.6250135,45.54166682,47755,I47755,-90.625,45.542
-90.6250135,45.62500015,47756,I47756,-90.625,45.625
-90.6250135,45.70833348,47757,I47757,-90.625,45.708
-90.6250135,45.79166681,47758,I47758,-90.625,45.792
-90.6250135,46.12500013,47762,I47762,-90.625,46.125
-90.6250135,46.20833346,47763,I47763,-90.625,46.208
-90.6250135,46.29166679,47764,I47764,-90.625,46.292
-90.5416802,31.0416674,47781,I47781,-90.542,31.042
-90.5416802,31.12500073,47782,I47782,-90.542,31.125
-90.5416802,31.20833406,47783,I47783,-90.542,31.208
-90.5416802,31.29166739,47784,I47784,-90.542,31.292
-90.5416802,31.37500072,47785,I47785,-90.542,31.375
-90.5416802,31.45833405,47786,I47786,-90.542,31.458
-90.5416802,31.54166738,47787,I47787,-90.542,31.542
-90.5416802,31.62500071,47788,I47788,-90.542,31.625
-90.5416802,31.70833404,47789,I47789,-90.542,31.708
-90.5416802,31.79166737,47790,I47790,-90.542,31.792
-90.5416802,31.8750007,47791,I47791,-90.542,31.875
-90.5416802,31.95833403,47792,I47792,-90.542,31.958
-90.5416802,32.04166736,47793,I47793,-90.542,32.042
-90.5416802,32.12500069,47794,I47794,-90.542,32.125
-90.5416802,32.20833402,47795,I47795,-90.542,32.208
-90.5416802,32.29166735,47796,I47796,-90.542,32.292
-90.5416802,32.37500068,47797,I47797,-90.542,32.375
-90.5416802,32.45833401,47798,I47798,-90.542,32.458
-90.5416802,32.54166734,47799,I47799,-90.542,32.542
-90.5416802,32.62500067,47800,I47800,-90.542,32.625
-90.5416802,32.708334,47801,I47801,-90.542,32.708
-90.5416802,32.79166733,47802,I47802,-90.542,32.792
-90.5416802,32.87500066,47803,I47803,-90.542,32.875
-90.5416802,32.95833399,47804,I47804,-90.542,32.958
-90.5416802,33.04166732,47805,I47805,-90.542,33.042
-90.5416802,33.12500065,47806,I47806,-90.542,33.125
-90.5416802,33.20833398,47807,I47807,-90.542,33.208
-90.5416802,33.29166731,47808,I47808,-90.542,33.292
-90.5416802,33.37500064,47809,I47809,-90.542,33.375
-90.5416802,33.45833397,47810,I47810,-90.542,33.458
-90.5416802,33.5416673,47811,I47811,-90.542,33.542
-90.5416802,33.62500063,47812,I47812,-90.542,33.625
-90.5416802,33.70833396,47813,I47813,-90.542,33.708
-90.5416802,33.79166729,47814,I47814,-90.542,33.792
-90.5416802,33.87500062,47815,I47815,-90.542,33.875
-90.5416802,33.95833395,47816,I47816,-90.542,33.958
-90.5416802,34.04166728,47817,I47817,-90.542,34.042
-90.5416802,34.12500061,47818,I47818,-90.542,34.125
-90.5416802,34.20833394,47819,I47819,-90.542,34.208
-90.5416802,34.29166727,47820,I47820,-90.542,34.292
-90.5416802,34.3750006,47821,I47821,-90.542,34.375
-90.5416802,34.45833393,47822,I47822,-90.542,34.458
-90.5416802,34.54166726,47823,I47823,-90.542,34.542
-90.5416802,34.62500059,47824,I47824,-90.542,34.625
-90.5416802,34.70833392,47825,I47825,-90.542,34.708
-90.5416802,34.79166725,47826,I47826,-90.542,34.792
-90.5416802,34.87500058,47827,I47827,-90.542,34.875
-90.5416802,34.95833391,47828,I47828,-90.542,34.958
-90.5416802,35.04166724,47829,I47829,-90.542,35.042
-90.5416802,35.12500057,47830,I47830,-90.542,35.125
-90.5416802,35.2083339,47831,I47831,-90.542,35.208
-90.5416802,35.29166723,47832,I47832,-90.542,35.292
-90.5416802,35.37500056,47833,I47833,-90.542,35.375
-90.5416802,35.45833389,47834,I47834,-90.542,35.458
-90.5416802,35.54166722,47835,I47835,-90.542,35.542
-90.5416802,35.62500055,47836,I47836,-90.542,35.625
-90.5416802,35.70833388,47837,I47837,-90.542,35.708
-90.5416802,35.79166721,47838,I47838,-90.542,35.792
-90.5416802,35.87500054,47839,I47839,-90.542,35.875
-90.5416802,35.95833387,47840,I47840,-90.542,35.958
-90.5416802,36.0416672,47841,I47841,-90.542,36.042
-90.5416802,36.12500053,47842,I47842,-90.542,36.125
-90.5416802,36.20833386,47843,I47843,-90.542,36.208
-90.5416802,36.29166719,47844,I47844,-90.542,36.292
