x,y,GRID,GID,Lon,Lat
-99.5416766,37.45833381,25180,I25180,-99.542,37.458
-99.5416766,37.54166714,25181,I25181,-99.542,37.542
-99.5416766,37.62500047,25182,I25182,-99.542,37.625
-99.5416766,37.7083338,25183,I25183,-99.542,37.708
-99.5416766,37.79166713,25184,I25184,-99.542,37.792
-99.5416766,37.87500046,25185,I25185,-99.542,37.875
-99.5416766,37.95833379,25186,I25186,-99.542,37.958
-99.5416766,38.04166712,25187,I25187,-99.542,38.042
-99.5416766,38.12500045,25188,I25188,-99.542,38.125
-99.5416766,38.20833378,25189,I25189,-99.542,38.208
-99.5416766,38.29166711,25190,I25190,-99.542,38.292
-99.5416766,38.37500044,25191,I25191,-99.542,38.375
-99.5416766,38.45833377,25192,I25192,-99.542,38.458
-99.5416766,38.5416671,25193,I25193,-99.542,38.542
-99.5416766,38.62500043,25194,I25194,-99.542,38.625
-99.5416766,38.70833376,25195,I25195,-99.542,38.708
-99.5416766,38.79166709,25196,I25196,-99.542,38.792
-99.5416766,38.87500042,25197,I25197,-99.542,38.875
-99.5416766,38.95833375,25198,I25198,-99.542,38.958
-99.5416766,39.04166708,25199,I25199,-99.542,39.042
-99.5416766,39.12500041,25200,I25200,-99.542,39.125
-99.5416766,39.20833374,25201,I25201,-99.542,39.208
-99.5416766,39.29166707,25202,I25202,-99.542,39.292
-99.5416766,39.3750004,25203,I25203,-99.542,39.375
-99.5416766,39.45833373,25204,I25204,-99.542,39.458
-99.5416766,39.54166706,25205,I25205,-99.542,39.542
-99.5416766,39.62500039,25206,I25206,-99.542,39.625
-99.5416766,39.70833372,25207,I25207,-99.542,39.708
-99.5416766,39.79166705,25208,I25208,-99.542,39.792
-99.5416766,39.87500038,25209,I25209,-99.542,39.875
-99.5416766,39.95833371,25210,I25210,-99.542,39.958
-99.5416766,40.04166704,25211,I25211,-99.542,40.042
-99.5416766,40.12500037,25212,I25212,-99.542,40.125
-99.5416766,40.2083337,25213,I25213,-99.542,40.208
-99.5416766,40.29166703,25214,I25214,-99.542,40.292
-99.5416766,40.37500036,25215,I25215,-99.542,40.375
-99.5416766,40.45833369,25216,I25216,-99.542,40.458
-99.5416766,40.54166702,25217,I25217,-99.542,40.542
-99.5416766,40.62500035,25218,I25218,-99.542,40.625
-99.5416766,40.70833368,25219,I25219,-99.542,40.708
-99.5416766,40.79166701,25220,I25220,-99.542,40.792
-99.5416766,40.87500034,25221,I25221,-99.542,40.875
-99.5416766,40.95833367,25222,I25222,-99.542,40.958
-99.5416766,41.041667,25223,I25223,-99.542,41.042
-99.5416766,41.12500033,25224,I25224,-99.542,41.125
-99.5416766,41.20833366,25225,I25225,-99.542,41.208
-99.5416766,41.29166699,25226,I25226,-99.542,41.292
-99.5416766,41.37500032,25227,I25227,-99.542,41.375
-99.5416766,41.45833365,25228,I25228,-99.542,41.458
-99.5416766,41.54166698,25229,I25229,-99.542,41.542
-99.5416766,41.62500031,25230,I25230,-99.542,41.625
-99.5416766,41.70833364,25231,I25231,-99.542,41.708
-99.5416766,41.79166697,25232,I25232,-99.542,41.792
-99.5416766,41.8750003,25233,I25233,-99.542,41.875
-99.5416766,42.04166696,25234,I25234,-99.542,42.042
-99.5416766,42.12500029,25235,I25235,-99.542,42.125
-99.5416766,42.20833362,25236,I25236,-99.542,42.208
-99.5416766,42.29166695,25237,I25237,-99.542,42.292
-99.5416766,42.37500028,25238,I25238,-99.542,42.375
-99.5416766,42.45833361,25239,I25239,-99.542,42.458
-99.5416766,42.54166694,25240,I25240,-99.542,42.542
-99.5416766,42.62500027,25241,I25241,-99.542,42.625
-99.5416766,42.7083336,25242,I25242,-99.542,42.708
-99.5416766,42.79166693,25243,I25243,-99.542,42.792
-99.5416766,42.95833359,25245,I25245,-99.542,42.958
-99.5416766,43.04166692,25246,I25246,-99.542,43.042
-99.5416766,43.12500025,25247,I25247,-99.542,43.125
-99.5416766,43.20833358,25248,I25248,-99.542,43.208
-99.5416766,43.29166691,25249,I25249,-99.542,43.292
-99.5416766,43.37500024,25250,I25250,-99.542,43.375
-99.5416766,43.45833357,25251,I25251,-99.542,43.458
-99.5416766,43.5416669,25252,I25252,-99.542,43.542
-99.5416766,43.62500023,25253,I25253,-99.542,43.625
-99.5416766,43.70833356,25254,I25254,-99.542,43.708
-99.5416766,43.79166689,25255,I25255,-99.542,43.792
-99.5416766,43.87500022,25256,I25256,-99.542,43.875
-99.5416766,43.95833355,25257,I25257,-99.542,43.958
-99.5416766,44.04166688,25258,I25258,-99.542,44.042
-99.5416766,44.12500021,25259,I25259,-99.542,44.125
-99.5416766,44.20833354,25260,I25260,-99.542,44.208
-99.5416766,44.29166687,25261,I25261,-99.542,44.292
-99.5416766,44.3750002,25262,I25262,-99.542,44.375
-99.5416766,44.45833353,25263,I25263,-99.542,44.458
-99.5416766,44.54166686,25264,I25264,-99.542,44.542
-99.5416766,44.62500019,25265,I25265,-99.542,44.625
-99.5416766,44.70833352,25266,I25266,-99.542,44.708
-99.5416766,44.79166685,25267,I25267,-99.542,44.792
-99.5416766,44.87500018,25268,I25268,-99.542,44.875
-99.5416766,44.95833351,25269,I25269,-99.542,44.958
-99.5416766,45.04166684,25270,I25270,-99.542,45.042
-99.5416766,45.12500017,25271,I25271,-99.542,45.125
-99.5416766,45.2083335,25272,I25272,-99.542,45.208
-99.5416766,45.29166683,25273,I25273,-99.542,45.292
-99.5416766,45.37500016,25274,I25274,-99.542,45.375
-99.5416766,45.45833349,25275,I25275,-99.542,45.458
-99.5416766,45.54166682,25276,I25276,-99.542,45.542
-99.5416766,45.62500015,25277,I25277,-99.542,45.625
-99.5416766,45.70833348,25278,I25278,-99.542,45.708
-99.5416766,45.79166681,25279,I25279,-99.542,45.792
-99.5416766,45.87500014,25280,I25280,-99.542,45.875
-99.5416766,45.95833347,25281,I25281,-99.542,45.958
-99.5416766,46.0416668,25282,I25282,-99.542,46.042
-99.5416766,46.12500013,25283,I25283,-99.542,46.125
-99.5416766,46.20833346,25284,I25284,-99.542,46.208
-99.5416766,46.29166679,25285,I25285,-99.542,46.292
-99.5416766,46.37500012,25286,I25286,-99.542,46.375
-99.5416766,46.45833345,25287,I25287,-99.542,46.458
-99.5416766,46.54166678,25288,I25288,-99.542,46.542
-99.5416766,46.62500011,25289,I25289,-99.542,46.625
-99.5416766,46.70833344,25290,I25290,-99.542,46.708
-99.5416766,46.79166677,25291,I25291,-99.542,46.792
-99.5416766,46.8750001,25292,I25292,-99.542,46.875
-99.5416766,46.95833343,25293,I25293,-99.542,46.958
-99.5416766,47.04166676,25294,I25294,-99.542,47.042
-99.5416766,47.12500009,25295,I25295,-99.542,47.125
-99.5416766,47.20833342,25296,I25296,-99.542,47.208
-99.5416766,47.29166675,25297,I25297,-99.542,47.292
-99.5416766,47.37500008,25298,I25298,-99.542,47.375
-99.5416766,47.45833341,25299,I25299,-99.542,47.458
-99.5416766,47.54166674,25300,I25300,-99.542,47.542
-99.5416766,47.62500007,25301,I25301,-99.542,47.625
-99.5416766,47.7083334,25302,I25302,-99.542,47.708
-99.5416766,47.79166673,25303,I25303,-99.542,47.792
-99.5416766,47.87500006,25304,I25304,-99.542,47.875
-99.5416766,47.95833339,25305,I25305,-99.542,47.958
-99.5416766,48.04166672,25306,I25306,-99.542,48.042
-99.5416766,48.12500005,25307,I25307,-99.542,48.125
-99.5416766,48.20833338,25308,I25308,-99.542,48.208
-99.5416766,48.29166671,25309,I25309,-99.542,48.292
-99.5416766,48.37500004,25310,I25310,-99.542,48.375
-99.5416766,48.45833337,25311,I25311,-99.542,48.458
-99.5416766,48.5416667,25312,I25312,-99.542,48.542
-99.5416766,48.62500003,25313,I25313,-99.542,48.625
-99.5416766,48.70833336,25314,I25314,-99.542,48.708
-99.5416766,48.79166669,25315,I25315,-99.542,48.792
-99.5416766,48.87500002,25316,I25316,-99.542,48.875
-99.5416766,48.95833335,25317,I25317,-99.542,48.958
-99.4583433,29.04166748,25328,I25328,-99.458,29.042
-99.4583433,29.12500081,25329,I25329,-99.458,29.125
-99.4583433,29.29166747,25331,I25331,-99.458,29.292
-99.4583433,29.3750008,25332,I25332,-99.458,29.375
-99.4583433,29.45833413,25333,I25333,-99.458,29.458
-99.4583433,30.95833407,25343,I25343,-99.458,30.958
-99.4583433,37.04166716,25410,I25410,-99.458,37.042
-99.4583433,37.12500049,25411,I25411,-99.458,37.125
-99.4583433,37.20833382,25412,I25412,-99.458,37.208
-99.4583433,37.29166715,25413,I25413,-99.458,37.292
-99.4583433,37.45833381,25415,I25415,-99.458,37.458
-99.4583433,37.54166714,25416,I25416,-99.458,37.542
-99.4583433,37.62500047,25417,I25417,-99.458,37.625
-99.4583433,37.7083338,25418,I25418,-99.458,37.708
-99.4583433,37.79166713,25419,I25419,-99.458,37.792
-99.4583433,37.87500046,25420,I25420,-99.458,37.875
-99.4583433,37.95833379,25421,I25421,-99.458,37.958
-99.4583433,38.04166712,25422,I25422,-99.458,38.042
-99.4583433,38.12500045,25423,I25423,-99.458,38.125
-99.4583433,38.20833378,25424,I25424,-99.458,38.208
-99.4583433,38.37500044,25426,I25426,-99.458,38.375
-99.4583433,38.45833377,25427,I25427,-99.458,38.458
-99.4583433,38.5416671,25428,I25428,-99.458,38.542
-99.4583433,38.62500043,25429,I25429,-99.458,38.625
-99.4583433,38.70833376,25430,I25430,-99.458,38.708
-99.4583433,38.79166709,25431,I25431,-99.458,38.792
-99.4583433,38.87500042,25432,I25432,-99.458,38.875
-99.4583433,38.95833375,25433,I25433,-99.458,38.958
-99.4583433,39.04166708,25434,I25434,-99.458,39.042
-99.4583433,39.12500041,25435,I25435,-99.458,39.125
-99.4583433,39.20833374,25436,I25436,-99.458,39.208
-99.4583433,39.29166707,25437,I25437,-99.458,39.292
-99.4583433,39.3750004,25438,I25438,-99.458,39.375
-99.4583433,39.45833373,25439,I25439,-99.458,39.458
-99.4583433,39.54166706,25440,I25440,-99.458,39.542
-99.4583433,39.62500039,25441,I25441,-99.458,39.625
-99.4583433,39.70833372,25442,I25442,-99.458,39.708
-99.4583433,39.79166705,25443,I25443,-99.458,39.792
-99.4583433,39.87500038,25444,I25444,-99.458,39.875
-99.4583433,39.95833371,25445,I25445,-99.458,39.958
-99.4583433,40.04166704,25446,I25446,-99.458,40.042
-99.4583433,40.12500037,25447,I25447,-99.458,40.125
-99.4583433,40.2083337,25448,I25448,-99.458,40.208
-99.4583433,40.29166703,25449,I25449,-99.458,40.292
-99.4583433,40.37500036,25450,I25450,-99.458,40.375
-99.4583433,40.45833369,25451,I25451,-99.458,40.458
-99.4583433,40.54166702,25452,I25452,-99.458,40.542
-99.4583433,40.62500035,25453,I25453,-99.458,40.625
-99.4583433,40.70833368,25454,I25454,-99.458,40.708
-99.4583433,40.79166701,25455,I25455,-99.458,40.792
-99.4583433,40.87500034,25456,I25456,-99.458,40.875
-99.4583433,40.95833367,25457,I25457,-99.458,40.958
-99.4583433,41.041667,25458,I25458,-99.458,41.042
-99.4583433,41.12500033,25459,I25459,-99.458,41.125
-99.4583433,41.20833366,25460,I25460,-99.458,41.208
-99.4583433,41.29166699,25461,I25461,-99.458,41.292
-99.4583433,41.37500032,25462,I25462,-99.458,41.375
-99.4583433,41.45833365,25463,I25463,-99.458,41.458
-99.4583433,41.54166698,25464,I25464,-99.458,41.542
-99.4583433,41.62500031,25465,I25465,-99.458,41.625
-99.4583433,41.70833364,25466,I25466,-99.458,41.708
-99.4583433,41.79166697,25467,I25467,-99.458,41.792
-99.4583433,41.95833363,25469,I25469,-99.458,41.958
-99.4583433,42.04166696,25470,I25470,-99.458,42.042
-99.4583433,42.12500029,25471,I25471,-99.458,42.125
-99.4583433,42.20833362,25472,I25472,-99.458,42.208
-99.4583433,42.45833361,25474,I25474,-99.458,42.458
-99.4583433,42.54166694,25475,I25475,-99.458,42.542
-99.4583433,42.62500027,25476,I25476,-99.458,42.625
-99.4583433,42.7083336,25477,I25477,-99.458,42.708
-99.4583433,42.79166693,25478,I25478,-99.458,42.792
-99.4583433,42.87500026,25479,I25479,-99.458,42.875
-99.4583433,42.95833359,25480,I25480,-99.458,42.958
-99.4583433,43.04166692,25481,I25481,-99.458,43.042
-99.4583433,43.12500025,25482,I25482,-99.458,43.125
-99.4583433,43.20833358,25483,I25483,-99.458,43.208
-99.4583433,43.29166691,25484,I25484,-99.458,43.292
-99.4583433,43.37500024,25485,I25485,-99.458,43.375
-99.4583433,43.45833357,25486,I25486,-99.458,43.458
-99.4583433,43.5416669,25487,I25487,-99.458,43.542
-99.4583433,43.62500023,25488,I25488,-99.458,43.625
-99.4583433,43.70833356,25489,I25489,-99.458,43.708
-99.4583433,43.79166689,25490,I25490,-99.458,43.792
-99.4583433,43.87500022,25491,I25491,-99.458,43.875
-99.4583433,43.95833355,25492,I25492,-99.458,43.958
-99.4583433,44.04166688,25493,I25493,-99.458,44.042
-99.4583433,44.12500021,25494,I25494,-99.458,44.125
-99.4583433,44.20833354,25495,I25495,-99.458,44.208
-99.4583433,44.29166687,25496,I25496,-99.458,44.292
-99.4583433,44.3750002,25497,I25497,-99.458,44.375
-99.4583433,44.45833353,25498,I25498,-99.458,44.458
-99.4583433,44.54166686,25499,I25499,-99.458,44.542
-99.4583433,44.62500019,25500,I25500,-99.458,44.625
-99.4583433,44.70833352,25501,I25501,-99.458,44.708
-99.4583433,44.79166685,25502,I25502,-99.458,44.792
-99.4583433,44.87500018,25503,I25503,-99.458,44.875
-99.4583433,44.95833351,25504,I25504,-99.458,44.958
-99.4583433,45.04166684,25505,I25505,-99.458,45.042
-99.4583433,45.12500017,25506,I25506,-99.458,45.125
-99.4583433,45.2083335,25507,I25507,-99.458,45.208
-99.4583433,45.29166683,25508,I25508,-99.458,45.292
-99.4583433,45.37500016,25509,I25509,-99.458,45.375
-99.4583433,45.45833349,25510,I25510,-99.458,45.458
-99.4583433,45.54166682,25511,I25511,-99.458,45.542
-99.4583433,45.62500015,25512,I25512,-99.458,45.625
-99.4583433,45.70833348,25513,I25513,-99.458,45.708
-99.4583433,45.79166681,25514,I25514,-99.458,45.792
-99.4583433,45.87500014,25515,I25515,-99.458,45.875
-99.4583433,45.95833347,25516,I25516,-99.458,45.958
-99.4583433,46.0416668,25517,I25517,-99.458,46.042
-99.4583433,46.12500013,25518,I25518,-99.458,46.125
-99.4583433,46.20833346,25519,I25519,-99.458,46.208
-99.4583433,46.29166679,25520,I25520,-99.458,46.292
-99.4583433,46.37500012,25521,I25521,-99.458,46.375
-99.4583433,46.45833345,25522,I25522,-99.458,46.458
-99.4583433,46.54166678,25523,I25523,-99.458,46.542
-99.4583433,46.62500011,25524,I25524,-99.458,46.625
-99.4583433,46.70833344,25525,I25525,-99.458,46.708
-99.4583433,46.79166677,25526,I25526,-99.458,46.792
-99.4583433,46.8750001,25527,I25527,-99.458,46.875
-99.4583433,46.95833343,25528,I25528,-99.458,46.958
-99.4583433,47.04166676,25529,I25529,-99.458,47.042
-99.4583433,47.12500009,25530,I25530,-99.458,47.125
-99.4583433,47.20833342,25531,I25531,-99.458,47.208
-99.4583433,47.29166675,25532,I25532,-99.458,47.292
-99.4583433,47.37500008,25533,I25533,-99.458,47.375
-99.4583433,47.45833341,25534,I25534,-99.458,47.458
-99.4583433,47.54166674,25535,I25535,-99.458,47.542
-99.4583433,47.62500007,25536,I25536,-99.458,47.625
-99.4583433,47.7083334,25537,I25537,-99.458,47.708
-99.4583433,47.79166673,25538,I25538,-99.458,47.792
-99.4583433,47.87500006,25539,I25539,-99.458,47.875
-99.4583433,47.95833339,25540,I25540,-99.458,47.958
-99.4583433,48.04166672,25541,I25541,-99.458,48.042
-99.4583433,48.12500005,25542,I25542,-99.458,48.125
-99.4583433,48.20833338,25543,I25543,-99.458,48.208
-99.4583433,48.29166671,25544,I25544,-99.458,48.292
-99.4583433,48.37500004,25545,I25545,-99.458,48.375
-99.4583433,48.45833337,25546,I25546,-99.458,48.458
-99.4583433,48.5416667,25547,I25547,-99.458,48.542
-99.4583433,48.62500003,25548,I25548,-99.458,48.625
-99.4583433,48.70833336,25549,I25549,-99.458,48.708
-99.4583433,48.79166669,25550,I25550,-99.458,48.792
-99.4583433,48.87500002,25551,I25551,-99.458,48.875
-99.4583433,48.95833335,25552,I25552,-99.458,48.958
-99.37501,28.62500083,25558,I25558,-99.375,28.625
-99.37501,28.95833415,25562,I25562,-99.375,28.958
-99.37501,29.04166748,25563,I25563,-99.375,29.042
-99.37501,29.29166747,25566,I25566,-99.375,29.292
-99.37501,29.3750008,25567,I25567,-99.375,29.375
-99.37501,29.45833413,25568,I25568,-99.375,29.458
-99.37501,31.62500071,25588,I25588,-99.375,31.625
-99.37501,37.20833382,25651,I25651,-99.375,37.208
-99.37501,37.29166715,25652,I25652,-99.375,37.292
-99.37501,37.37500048,25653,I25653,-99.375,37.375
-99.37501,37.45833381,25654,I25654,-99.375,37.458
-99.37501,37.54166714,25655,I25655,-99.375,37.542
-99.37501,37.62500047,25656,I25656,-99.375,37.625
-99.37501,37.7083338,25657,I25657,-99.375,37.708
-99.37501,37.79166713,25658,I25658,-99.375,37.792
-99.37501,37.87500046,25659,I25659,-99.375,37.875
-99.37501,37.95833379,25660,I25660,-99.375,37.958
-99.37501,38.12500045,25662,I25662,-99.375,38.125
-99.37501,38.20833378,25663,I25663,-99.375,38.208
-99.37501,38.29166711,25664,I25664,-99.375,38.292
-99.37501,38.37500044,25665,I25665,-99.375,38.375
-99.37501,38.45833377,25666,I25666,-99.375,38.458
-99.37501,38.5416671,25667,I25667,-99.375,38.542
-99.37501,38.62500043,25668,I25668,-99.375,38.625
-99.37501,38.70833376,25669,I25669,-99.375,38.708
-99.37501,38.79166709,25670,I25670,-99.375,38.792
-99.37501,38.87500042,25671,I25671,-99.375,38.875
-99.37501,38.95833375,25672,I25672,-99.375,38.958
-99.37501,39.04166708,25673,I25673,-99.375,39.042
-99.37501,39.12500041,25674,I25674,-99.375,39.125
-99.37501,39.20833374,25675,I25675,-99.375,39.208
-99.37501,39.29166707,25676,I25676,-99.375,39.292
-99.37501,39.3750004,25677,I25677,-99.375,39.375
-99.37501,39.45833373,25678,I25678,-99.375,39.458
-99.37501,39.54166706,25679,I25679,-99.375,39.542
-99.37501,39.62500039,25680,I25680,-99.375,39.625
-99.37501,39.70833372,25681,I25681,-99.375,39.708
-99.37501,39.79166705,25682,I25682,-99.375,39.792
-99.37501,39.87500038,25683,I25683,-99.375,39.875
-99.37501,39.95833371,25684,I25684,-99.375,39.958
-99.37501,40.04166704,25685,I25685,-99.375,40.042
-99.37501,40.12500037,25686,I25686,-99.375,40.125
-99.37501,40.2083337,25687,I25687,-99.375,40.208
-99.37501,40.29166703,25688,I25688,-99.375,40.292
-99.37501,40.37500036,25689,I25689,-99.375,40.375
-99.37501,40.45833369,25690,I25690,-99.375,40.458
-99.37501,40.54166702,25691,I25691,-99.375,40.542
-99.37501,40.62500035,25692,I25692,-99.375,40.625
-99.37501,40.70833368,25693,I25693,-99.375,40.708
-99.37501,40.79166701,25694,I25694,-99.375,40.792
-99.37501,40.87500034,25695,I25695,-99.375,40.875
-99.37501,40.95833367,25696,I25696,-99.375,40.958
-99.37501,41.041667,25697,I25697,-99.375,41.042
-99.37501,41.12500033,25698,I25698,-99.375,41.125
-99.37501,41.20833366,25699,I25699,-99.375,41.208
-99.37501,41.29166699,25700,I25700,-99.375,41.292
-99.37501,41.37500032,25701,I25701,-99.375,41.375
-99.37501,41.45833365,25702,I25702,-99.375,41.458
-99.37501,41.54166698,25703,I25703,-99.375,41.542
-99.37501,41.62500031,25704,I25704,-99.375,41.625
-99.37501,41.70833364,25705,I25705,-99.375,41.708
-99.37501,41.79166697,25706,I25706,-99.375,41.792
-99.37501,41.8750003,25707,I25707,-99.375,41.875
-99.37501,42.12500029,25708,I25708,-99.375,42.125
-99.37501,42.20833362,25709,I25709,-99.375,42.208
-99.37501,42.37500028,25711,I25711,-99.375,42.375
-99.37501,42.45833361,25712,I25712,-99.375,42.458
-99.37501,42.62500027,25713,I25713,-99.375,42.625
-99.37501,42.7083336,25714,I25714,-99.375,42.708
-99.37501,42.87500026,25716,I25716,-99.375,42.875
-99.37501,42.95833359,25717,I25717,-99.375,42.958
-99.37501,43.04166692,25718,I25718,-99.375,43.042
-99.37501,43.12500025,25719,I25719,-99.375,43.125
-99.37501,43.20833358,25720,I25720,-99.375,43.208
-99.37501,43.29166691,25721,I25721,-99.375,43.292
-99.37501,43.37500024,25722,I25722,-99.375,43.375
-99.37501,43.45833357,25723,I25723,-99.375,43.458
-99.37501,43.5416669,25724,I25724,-99.375,43.542
-99.37501,43.62500023,25725,I25725,-99.375,43.625
-99.37501,43.70833356,25726,I25726,-99.375,43.708
-99.37501,43.79166689,25727,I25727,-99.375,43.792
-99.37501,43.87500022,25728,I25728,-99.375,43.875
-99.37501,43.95833355,25729,I25729,-99.375,43.958
-99.37501,44.04166688,25730,I25730,-99.375,44.042
-99.37501,44.12500021,25731,I25731,-99.375,44.125
-99.37501,44.20833354,25732,I25732,-99.375,44.208
-99.37501,44.29166687,25733,I25733,-99.375,44.292
-99.37501,44.3750002,25734,I25734,-99.375,44.375
-99.37501,44.45833353,25735,I25735,-99.375,44.458
-99.37501,44.54166686,25736,I25736,-99.375,44.542
-99.37501,44.62500019,25737,I25737,-99.375,44.625
-99.37501,44.70833352,25738,I25738,-99.375,44.708
-99.37501,44.79166685,25739,I25739,-99.375,44.792
-99.37501,44.87500018,25740,I25740,-99.375,44.875
-99.37501,44.95833351,25741,I25741,-99.375,44.958
-99.37501,45.04166684,25742,I25742,-99.375,45.042
-99.37501,45.12500017,25743,I25743,-99.375,45.125
-99.37501,45.2083335,25744,I25744,-99.375,45.208
-99.37501,45.29166683,25745,I25745,-99.375,45.292
-99.37501,45.37500016,25746,I25746,-99.375,45.375
-99.37501,45.45833349,25747,I25747,-99.375,45.458
-99.37501,45.54166682,25748,I25748,-99.375,45.542
-99.37501,45.62500015,25749,I25749,-99.375,45.625
-99.37501,45.70833348,25750,I25750,-99.375,45.708
-99.37501,45.79166681,25751,I25751,-99.375,45.792
-99.37501,45.87500014,25752,I25752,-99.375,45.875
-99.37501,45.95833347,25753,I25753,-99.375,45.958
-99.37501,46.0416668,25754,I25754,-99.375,46.042
-99.37501,46.12500013,25755,I25755,-99.375,46.125
-99.37501,46.20833346,25756,I25756,-99.375,46.208
-99.37501,46.29166679,25757,I25757,-99.375,46.292
-99.37501,46.37500012,25758,I25758,-99.375,46.375
-99.37501,46.45833345,25759,I25759,-99.375,46.458
-99.37501,46.54166678,25760,I25760,-99.375,46.542
-99.37501,46.62500011,25761,I25761,-99.375,46.625
-99.37501,46.70833344,25762,I25762,-99.375,46.708
-99.37501,46.79166677,25763,I25763,-99.375,46.792
-99.37501,46.8750001,25764,I25764,-99.375,46.875
-99.37501,46.95833343,25765,I25765,-99.375,46.958
-99.37501,47.04166676,25766,I25766,-99.375,47.042
-99.37501,47.12500009,25767,I25767,-99.375,47.125
-99.37501,47.20833342,25768,I25768,-99.375,47.208
-99.37501,47.29166675,25769,I25769,-99.375,47.292
-99.37501,47.37500008,25770,I25770,-99.375,47.375
-99.37501,47.45833341,25771,I25771,-99.375,47.458
-99.37501,47.54166674,25772,I25772,-99.375,47.542
-99.37501,47.62500007,25773,I25773,-99.375,47.625
-99.37501,47.7083334,25774,I25774,-99.375,47.708
-99.37501,47.79166673,25775,I25775,-99.375,47.792
-99.37501,47.87500006,25776,I25776,-99.375,47.875
-99.37501,47.95833339,25777,I25777,-99.375,47.958
-99.37501,48.04166672,25778,I25778,-99.375,48.042
-99.37501,48.12500005,25779,I25779,-99.375,48.125
-99.37501,48.20833338,25780,I25780,-99.375,48.208
-99.37501,48.29166671,25781,I25781,-99.375,48.292
-99.37501,48.37500004,25782,I25782,-99.375,48.375
-99.37501,48.45833337,25783,I25783,-99.375,48.458
-99.37501,48.5416667,25784,I25784,-99.375,48.542
-99.37501,48.62500003,25785,I25785,-99.375,48.625
-99.37501,48.70833336,25786,I25786,-99.375,48.708
-99.37501,48.79166669,25787,I25787,-99.375,48.792
-99.37501,48.87500002,25788,I25788,-99.375,48.875
-99.37501,48.95833335,25789,I25789,-99.375,48.958
-99.2916767,28.62500083,25797,I25797,-99.292,28.625
-99.2916767,28.70833416,25798,I25798,-99.292,28.708
-99.2916767,28.79166749,25799,I25799,-99.292,28.792
-99.2916767,28.95833415,25801,I25801,-99.292,28.958
-99.2916767,29.04166748,25802,I25802,-99.292,29.042
-99.2916767,29.29166747,25805,I25805,-99.292,29.292
-99.2916767,29.3750008,25806,I25806,-99.292,29.375
-99.2916767,29.45833413,25807,I25807,-99.292,29.458
-99.2916767,37.29166715,25893,I25893,-99.292,37.292
-99.2916767,37.37500048,25894,I25894,-99.292,37.375
-99.2916767,37.45833381,25895,I25895,-99.292,37.458
-99.2916767,37.54166714,25896,I25896,-99.292,37.542
-99.2916767,37.62500047,25897,I25897,-99.292,37.625
-99.2916767,37.7083338,25898,I25898,-99.292,37.708
-99.2916767,37.79166713,25899,I25899,-99.292,37.792
-99.2916767,37.87500046,25900,I25900,-99.292,37.875
-99.2916767,37.95833379,25901,I25901,-99.292,37.958
-99.2916767,38.04166712,25902,I25902,-99.292,38.042
-99.2916767,38.12500045,25903,I25903,-99.292,38.125
-99.2916767,38.20833378,25904,I25904,-99.292,38.208
-99.2916767,38.29166711,25905,I25905,-99.292,38.292
-99.2916767,38.37500044,25906,I25906,-99.292,38.375
-99.2916767,38.45833377,25907,I25907,-99.292,38.458
-99.2916767,38.5416671,25908,I25908,-99.292,38.542
-99.2916767,38.62500043,25909,I25909,-99.292,38.625
-99.2916767,38.70833376,25910,I25910,-99.292,38.708
-99.2916767,38.79166709,25911,I25911,-99.292,38.792
-99.2916767,38.87500042,25912,I25912,-99.292,38.875
-99.2916767,38.95833375,25913,I25913,-99.292,38.958
-99.2916767,39.04166708,25914,I25914,-99.292,39.042
-99.2916767,39.12500041,25915,I25915,-99.292,39.125
-99.2916767,39.20833374,25916,I25916,-99.292,39.208
-99.2916767,39.29166707,25917,I25917,-99.292,39.292
-99.2916767,39.3750004,25918,I25918,-99.292,39.375
-99.2916767,39.45833373,25919,I25919,-99.292,39.458
-99.2916767,39.54166706,25920,I25920,-99.292,39.542
-99.2916767,39.62500039,25921,I25921,-99.292,39.625
-99.2916767,39.70833372,25922,I25922,-99.292,39.708
-99.2916767,39.79166705,25923,I25923,-99.292,39.792
-99.2916767,39.87500038,25924,I25924,-99.292,39.875
-99.2916767,39.95833371,25925,I25925,-99.292,39.958
-99.2916767,40.04166704,25926,I25926,-99.292,40.042
-99.2916767,40.12500037,25927,I25927,-99.292,40.125
-99.2916767,40.2083337,25928,I25928,-99.292,40.208
-99.2916767,40.29166703,25929,I25929,-99.292,40.292
-99.2916767,40.37500036,25930,I25930,-99.292,40.375
-99.2916767,40.45833369,25931,I25931,-99.292,40.458
-99.2916767,40.54166702,25932,I25932,-99.292,40.542
-99.2916767,40.62500035,25933,I25933,-99.292,40.625
-99.2916767,40.70833368,25934,I25934,-99.292,40.708
-99.2916767,40.79166701,25935,I25935,-99.292,40.792
-99.2916767,40.87500034,25936,I25936,-99.292,40.875
-99.2916767,40.95833367,25937,I25937,-99.292,40.958
-99.2916767,41.041667,25938,I25938,-99.292,41.042
-99.2916767,41.12500033,25939,I25939,-99.292,41.125
-99.2916767,41.20833366,25940,I25940,-99.292,41.208
-99.2916767,41.29166699,25941,I25941,-99.292,41.292
-99.2916767,41.37500032,25942,I25942,-99.292,41.375
-99.2916767,41.45833365,25943,I25943,-99.292,41.458
-99.2916767,41.54166698,25944,I25944,-99.292,41.542
-99.2916767,41.62500031,25945,I25945,-99.292,41.625
-99.2916767,41.70833364,25946,I25946,-99.292,41.708
