p_QNLEACHgl,gridID,1 Irrigated,2 Rainfed
8490 I26200,I26200,0.12,-10.38
8491 I26201,I26201,12.04,-11.27
8492 I26202,I26202,6.33,-9.82
8493 I26203,I26203,1.18,-10.28
8494 I26204,I26204,-2.03,-10.42
8495 I26205,I26205,-1.92,-10.54
8496 I26206,I26206,9.47,-7.8
8497 I26207,I26207,10.03,-9.36
8498 I26208,I26208,2.47,-9.02
8499 I26209,I26209,8.34,-8.82
8500 I26210,I26210,14.34,-6.51
8501 I26211,I26211,11.1,-7.82
8502 I26212,I26212,11.33,-7.87
8503 I26213,I26213,12.73,-8.06
8504 I26214,I26214,10.36,-10.26
8505 I26215,I26215,12.53,-8.2
8506 I26216,I26216,13.11,-9.22
8507 I26217,I26217,15.38,-9.41
8508 I26218,I26218,10.56,-9.37
8509 I26219,I26219,9.05,-11.61
8510 I26220,I26220,14.06,-11.12
8511 I26221,I26221,10.14,-10.36
8512 I26222,I26222,13.61,-10.27
8513 I26223,I26223,8.23,-14.31
8514 I26224,I26224,4.91,-15.62
8515 I26225,I26225,5.23,-13.23
8516 I26226,I26226,4.3,-16.01
8517 I26227,I26227,0.78,-19.16
8518 I26228,I26228,1.65,-17.06
8519 I26229,I26229,6.15,-17.85
8520 I26230,I26230,0.97,-17.93
8521 I26231,I26231,3.7,-16.89
8522 I26232,I26232,2.93,-17.17
8523 I26233,I26233,4.53,-16.45
8524 I26234,I26234,2.3,-17.46
8525 I26235,I26235,5.09,-14.97
8526 I26236,I26236,9.47,-14.22
8527 I26237,I26237,7.75,-14.73
8528 I26238,I26238,6.18,-14.21
8529 I26239,I26239,4.03,-13.85
8530 I26240,I26240,6.27,-13.61
8531 I26241,I26241,1.19,-13.61
8532 I26242,I26242,-5.55,-13.13
8533 I26243,I26243,6.14,-13.52
8534 I26244,I26244,-0.89,-15.19
8535 I26245,I26245,-5.85,-14.48
8536 I26246,I26246,5.16,-14.78
8537 I26247,I26247,4.54,-15.86
8538 I26248,I26248,-10.37,-13.94
8539 I26249,I26249,4.23,-16.2
8540 I26250,I26250,5.52,-16.19
8541 I26251,I26251,1.25,-15.46
8542 I26252,I26252,2.9,-15.38
8543 I26253,I26253,-2.29,-16.83
8544 I26254,I26254,-5.03,-14.17
8545 I26255,I26255,-0.89,-14.38
8546 I26256,I26256,-11.45,-12.36
8547 I26257,I26257,-4.81,-14.67
8548 I26258,I26258,-2.76,-13.4
8549 I26259,I26259,6.33,-14.24
8550 I26260,I26260,-7.57,-12.27
8551 I26261,I26261,-4.83,-12.8
8552 I26262,I26262,3.81,-13.98
8553 I26268,I26268,-0.23,-6.34
8554 I26269,I26269,1.23,-6.74
8555 I26270,I26270,-1.99,-7.77
8556 I26271,I26271,8.08,-5.54
8557 I26272,I26272,8.09,-6
8558 I26273,I26273,5.88,-5.63
8559 I26274,I26274,6.42,-5.2
8560 I26276,I26276,1.74,-6.46
8561 I26277,I26277,3.65,-7.2
8562 I26278,I26278,3.37,-5.89
8563 I26279,I26279,1.54,-6.12
8564 I26280,I26280,2.3,-6.72
8565 I26336,I26336,-6.37,-3.99
8566 I26337,I26337,-5.9,-5.98
8567 I26338,I26338,-4.84,-6.37
8568 I26339,I26339,-1.82,-7.19
8569 I26358,I26358,7.72,-0.03
8570 I26372,I26372,22.21,-3.96
8571 I26373,I26373,-0.69,-3.47
8572 I26374,I26374,3.43,-4.77
8573 I26375,I26375,8.16,-5.79
8574 I26376,I26376,11.88,-8.94
8575 I26377,I26377,7.96,-9.41
8576 I26378,I26378,4.65,-8.57
8577 I26379,I26379,9.04,-10.57
8578 I26380,I26380,9.9,-10.37
8579 I26381,I26381,13.69,-6.66
8580 I26382,I26382,-7.55,-7.74
8581 I26383,I26383,12.61,-4.34
8582 I26384,I26384,20.47,-4.27
8583 I26385,I26385,12.7,-6.15
8584 I26386,I26386,9.01,-5.91
8585 I26387,I26387,-8.18,-4.65
8586 I26388,I26388,5.54,-4.26
8587 I26389,I26389,17.5,-5.41
8588 I26390,I26390,14.46,-5.75
8589 I26391,I26391,-7.45,-6.4
8590 I26392,I26392,-11.23,-5.11
8591 I26393,I26393,19.21,-4.24
8592 I26394,I26394,17,-8.32
8593 I26395,I26395,7.59,-10.15
8594 I26396,I26396,4.86,-9.29
8595 I26397,I26397,11.64,-10.7
8596 I26398,I26398,14.89,-9.51
8597 I26399,I26399,2.26,-10.91
8598 I26400,I26400,6.89,-12.3
8599 I26401,I26401,-10.15,-10.82
8600 I26402,I26402,0.62,-11.12
8601 I26403,I26403,-0.24,-13.97
8602 I26404,I26404,5.11,-14.39
8603 I26405,I26405,6.96,-10.48
8604 I26406,I26406,-7.91,-7.84
8605 I26407,I26407,-8.37,-7.67
8606 I26408,I26408,-8.09,2.05
8607 I26409,I26409,-11.84,3.17
8608 I26410,I26410,-6.51,1.18
8609 I26411,I26411,-9.8,2.74
8610 I26412,I26412,-15.87,-15.53
8611 I26413,I26413,3.46,-10.28
8612 I26414,I26414,-6.4,1.41
8613 I26415,I26415,-10.86,-7.24
8614 I26416,I26416,6.17,-2.37
8615 I26417,I26417,-7.5,1.82
8616 I26418,I26418,4.87,-2.3
8617 I26419,I26419,6.68,-11.31
8618 I26420,I26420,-11.39,-8.51
8619 I26421,I26421,1.47,-9.67
8620 I26422,I26422,7.9,-10.39
8621 I26423,I26423,3.18,-10.23
8622 I26424,I26424,-1.54,-0.59
8623 I26425,I26425,-12.04,-8.39
8624 I26426,I26426,-8.74,-1.74
8625 I26427,I26427,0.1,-12.7
8626 I26430,I26430,-11.85,-10.05
8627 I26431,I26431,-10,-14.35
8628 I26432,I26432,1.43,-14.11
8629 I26433,I26433,0.8,-3.41
8630 I26434,I26434,-13.68,-12.31
8631 I26435,I26435,6.47,-9.1
8632 I26436,I26436,-12.78,-24.14
8633 I26437,I26437,-2.49,-9.22
8634 I26438,I26438,-3.66,-10.54
8635 I26439,I26439,5.04,-10.02
8636 I26440,I26440,1.86,-13.85
8637 I26441,I26441,-10.89,-11.99
8638 I26442,I26442,-4.77,-13.39
8639 I26443,I26443,2.38,-11.3
8640 I26444,I26444,-9.56,-10.61
8641 I26445,I26445,3.06,-12.53
8642 I26446,I26446,-14.15,-13.69
8643 I26447,I26447,-7.57,-9.93
8644 I26448,I26448,3.81,-11.78
8645 I26449,I26449,-8.57,-10.54
8646 I26450,I26450,-10.83,-10.84
8647 I26451,I26451,3.38,-11.09
8648 I26452,I26452,8.43,-9.35
8649 I26453,I26453,8.05,-9.02
8650 I26454,I26454,10.49,-8.63
8651 I26455,I26455,7.53,-7.81
8652 I26456,I26456,8.32,-9.34
8653 I26457,I26457,13.27,-7.35
8654 I26458,I26458,16.38,-7.58
8655 I26459,I26459,-8.15,-7.08
8656 I26460,I26460,17.59,-9.91
8657 I26461,I26461,13.89,-8.88
8658 I26462,I26462,10.45,-10.1
8659 I26463,I26463,20.68,-9.28
8660 I26464,I26464,14.72,-9.44
8661 I26465,I26465,12.77,-9.53
8662 I26466,I26466,9.95,-10.95
8663 I26467,I26467,15.47,-11.8
8664 I26468,I26468,8.51,-12.3
8665 I26469,I26469,-4.08,-17.24
8666 I26470,I26470,2.49,-17.37
8667 I26471,I26471,4.05,-16.68
8668 I26472,I26472,3.95,-13.79
8669 I26473,I26473,3.42,-16.74
8670 I26474,I26474,4.11,-17.99
8671 I26475,I26475,2.67,-17.67
8672 I26476,I26476,5.56,-18.26
8673 I26477,I26477,0.62,-17.41
8674 I26478,I26478,4.11,-16.57
8675 I26479,I26479,8.36,-16.82
8676 I26480,I26480,4.42,-17.71
8677 I26481,I26481,8,-15.35
8678 I26482,I26482,5.09,-13.63
8679 I26483,I26483,6.73,-14.54
8680 I26484,I26484,9.11,-14.41
8681 I26485,I26485,5.31,-13.68
8682 I26486,I26486,5.91,-13.77
8683 I26487,I26487,7.53,-14.22
8684 I26488,I26488,6.81,-14.04
8685 I26489,I26489,0.23,-14.04
8686 I26490,I26490,-11.86,-12.15
8687 I26491,I26491,-12.19,-12.33
8688 I26492,I26492,3.82,-13.09
8689 I26493,I26493,6.88,-16.43
8690 I26494,I26494,5.83,-13.76
8691 I26495,I26495,0.67,-15.09
8692 I26496,I26496,6.45,-15.71
8693 I26497,I26497,7.69,-15.44
8694 I26498,I26498,-6.31,-19.47
8695 I26499,I26499,-2.23,-16.85
8696 I26500,I26500,6.79,-15.3
8697 I26501,I26501,-3.68,-17.59
8698 I26502,I26502,-13.02,-13.86
8699 I26503,I26503,-13.18,-14.25
8700 I26504,I26504,3.94,-14.19
8701 I26505,I26505,1.3,-13.5
8702 I26506,I26506,0.67,-13.08
8703 I26507,I26507,4.59,-13.31
8704 I26508,I26508,-12.53,-12.37
8705 I26517,I26517,10.12,-6.13
8706 I26518,I26518,9.86,-6.45
8707 I26519,I26519,0.84,-14.14
8708 I26520,I26520,6.58,-5.31
8709 I26521,I26521,6.62,-5.64
8710 I26522,I26522,1.58,-5.15
8711 I26523,I26523,4.72,-7.35
8712 I26524,I26524,0.17,-5.75
8713 I26525,I26525,2.18,-5.95
8714 I26526,I26526,-0.46,-5.86
8715 I26534,I26534,10.04,-4.86
8716 I26535,I26535,9.52,-4.8
8717 I26550,I26550,-1.23,-4.51
8718 I26579,I26579,-7.69,-6.54
8719 I26599,I26599,5.19,-1.63
8720 I26614,I26614,15.75,-4.32
8721 I26615,I26615,14.77,-5.07
8722 I26616,I26616,4.79,-6.64
8723 I26617,I26617,9.59,-7.39
8724 I26618,I26618,1.96,-16.02
8725 I26619,I26619,5.98,-9.22
8726 I26620,I26620,9.54,-9.51
8727 I26621,I26621,9.73,-9.95
8728 I26622,I26622,3.49,-10.21
8729 I26623,I26623,2.47,-10.9
8730 I26624,I26624,-12.1,-8.55
8731 I26625,I26625,14.89,-6.2
8732 I26626,I26626,11.07,-7.05
8733 I26627,I26627,10.3,-5.07
8734 I26628,I26628,-1.82,-5.25
8735 I26629,I26629,17.47,-4.82
8736 I26630,I26630,14.75,-5.59
8737 I26631,I26631,19.29,-6.37
8738 I26632,I26632,1.63,-4.27
8739 I26633,I26633,17.04,-5.12
8740 I26634,I26634,18.32,-3.66
8741 I26635,I26635,-11.83,-7.31
8742 I26636,I26636,-8.44,-8.37
8743 I26637,I26637,6.51,-7.93
8744 I26638,I26638,12.82,-9.45
8745 I26639,I26639,12.32,-9.79
8746 I26640,I26640,0.99,-10.74
8747 I26641,I26641,2.67,-11.84
8748 I26642,I26642,2.43,-12.28
8749 I26643,I26643,-15.3,-10.41
8750 I26644,I26644,3.96,-13.33
8751 I26645,I26645,5.78,-13.63
8752 I26646,I26646,-3.55,-8.1
8753 I26647,I26647,7.34,-9.91
8754 I26648,I26648,-10.25,-6.19
8755 I26649,I26649,-9.94,3.26
8756 I26650,I26650,-11.01,3.23
8757 I26651,I26651,-11.14,3.19
8758 I26652,I26652,-10.28,3.14
8759 I26653,I26653,-7.69,-19.26
8760 I26654,I26654,6.77,-10.62
8761 I26655,I26655,3.06,-1.55
8762 I26656,I26656,-7.27,1.79
8763 I26657,I26657,7.1,-11.1
8764 I26658,I26658,-4.47,0.5
8765 I26659,I26659,1,-9.92
8766 I26660,I26660,10.03,-10.94
8767 I26661,I26661,-5.16,-8.83
8768 I26662,I26662,3.43,-1.74
8769 I26663,I26663,7.45,-10.59
8770 I26664,I26664,-3.71,0.11
8771 I26665,I26665,-0.74,-9.91
8772 I26666,I26666,5.18,-2.2
8773 I26667,I26667,0.96,-1.35
8774 I26668,I26668,-7.32,-1.87
8775 I26671,I26671,-6.59,-12.04
8776 I26672,I26672,9.25,-2.58
8777 I26673,I26673,-5.76,0.21
8778 I26674,I26674,-1.37,-13.4
8779 I26675,I26675,5.23,-10.43
8780 I26676,I26676,-10.25,-15.84
8781 I26677,I26677,-0.9,-10.97
8782 I26678,I26678,1.57,-10.26
8783 I26679,I26679,-4.63,-14.18
8784 I26680,I26680,-2.15,-14.26
8785 I26681,I26681,-2,-13.43
8786 I26682,I26682,-5.68,-17.57
8787 I26683,I26683,-10.02,-11.83
8788 I26684,I26684,0.58,-14.53
8789 I26685,I26685,-1.69,-12.96
8790 I26686,I26686,-6.99,-12.44
8791 I26687,I26687,6.58,-13.42
8792 I26688,I26688,-3.84,-12.21
8793 I26689,I26689,-7.57,-10.7
8794 I26690,I26690,-4.24,-10.8
8795 I26691,I26691,6.66,-9.51
8796 I26692,I26692,2.29,-9.65
8797 I26693,I26693,10.24,-9.62
8798 I26694,I26694,2.52,-12.67
8799 I26695,I26695,-0.55,-9.35
8800 I26696,I26696,14.28,-8.34
8801 I26697,I26697,14.19,-8.02
8802 I26698,I26698,7,-9.17
8803 I26699,I26699,12.3,-8.29
8804 I26700,I26700,13.15,-9.84
8805 I26701,I26701,9.36,-10.88
8806 I26702,I26702,12.56,-9.99
8807 I26703,I26703,15.3,-9.24
8808 I26704,I26704,11.79,-8.89
8809 I26705,I26705,14.59,-9.55
8810 I26706,I26706,13.04,-11.03
8811 I26707,I26707,11.95,-10.63
8812 I26708,I26708,9.36,-12.56
8813 I26709,I26709,9.06,-14.21
8814 I26710,I26710,0.88,-14.75
8815 I26711,I26711,3.11,-17.68
8816 I26712,I26712,4.57,-18.3
8817 I26713,I26713,3.43,-17.55
8818 I26714,I26714,0.84,-18.35
8819 I26715,I26715,1.27,-18.03
8820 I26716,I26716,1.04,-17.4
8821 I26717,I26717,1.03,-17.19
8822 I26718,I26718,3.31,-17.18
8823 I26719,I26719,1.88,-16.86
8824 I26720,I26720,-0.44,-16.89
8825 I26721,I26721,4.84,-14.91
8826 I26722,I26722,-11.08,-12.14
8827 I26723,I26723,5.99,-14.21
8828 I26724,I26724,5.57,-14.26
8829 I26725,I26725,8.2,-13.81
8830 I26726,I26726,3.95,-14.03
8831 I26727,I26727,7.23,-14.23
8832 I26728,I26728,7.43,-14.14
8833 I26729,I26729,2.68,-14.3
8834 I26730,I26730,8.19,-14.44
8835 I26731,I26731,-12.6,-12.15
8836 I26732,I26732,3.49,-13.44
8837 I26733,I26733,6.64,-16.03
8838 I26734,I26734,-2.3,-16.98
8839 I26735,I26735,7,-15.93
8840 I26736,I26736,3.69,-14.99
8841 I26737,I26737,1.97,-14.8
8842 I26738,I26738,-0.67,-18.34
8843 I26739,I26739,1.05,-14.34
8844 I26740,I26740,-4.73,-14.2
8845 I26741,I26741,-13.35,-13.76
8846 I26742,I26742,-13.55,-14.65
8847 I26743,I26743,-12.95,-14.09
8848 I26744,I26744,4.64,-14.32
8849 I26745,I26745,-9.04,-13.7
8850 I26746,I26746,-12.26,-12.16
8851 I26747,I26747,-12.44,-12.3
8852 I26748,I26748,-12.51,-12.17
8853 I26759,I26759,9.92,-5.22
8854 I26761,I26761,0.24,-13.71
8855 I26763,I26763,9.37,-5.82
8856 I26764,I26764,-4.94,-18.14
8857 I26765,I26765,-6.84,-18.69
8858 I26766,I26766,3.66,-6.41
8859 I26767,I26767,0.02,-6.4
8860 I26768,I26768,2.14,-6.52
8861 I26774,I26774,10.85,-5.49
8862 I26789,I26789,1.84,-5.93
8863 I26790,I26790,1.29,-4.86
8864 I26793,I26793,-12.22,-16.88
8865 I26838,I26838,8.88,-3.77
8866 I26853,I26853,15.89,-4.38
8867 I26856,I26856,13.01,-5.44
8868 I26857,I26857,9.64,-4.96
8869 I26858,I26858,11.31,-4.26
8870 I26859,I26859,17.96,-4.92
8871 I26860,I26860,6.99,-6.32
8872 I26861,I26861,-7.28,-13.91
8873 I26862,I26862,-2.03,-17.22
8874 I26863,I26863,7.34,-11.18
8875 I26864,I26864,1.16,-6.69
8876 I26865,I26865,9.58,-10.5
8877 I26866,I26866,-0.87,-10.49
8878 I26867,I26867,-6.51,-10.5
8879 I26868,I26868,13.77,-8.14
8880 I26869,I26869,-0.76,-4.92
8881 I26870,I26870,10.89,-4.34
8882 I26871,I26871,4.38,-1.83
8883 I26872,I26872,25.16,-3.74
8884 I26873,I26873,4.49,-3.8
8885 I26874,I26874,4.45,-3.69
8886 I26875,I26875,15.43,-4.34
8887 I26876,I26876,11.78,-4.21
8888 I26877,I26877,-4.98,-7.9
8889 I26878,I26878,-0.36,-5.13
8890 I26879,I26879,10.14,-6.82
8891 I26880,I26880,4.08,-4.88
8892 I26881,I26881,-6.66,-5.36
8893 I26882,I26882,5.94,-9.46
8894 I26883,I26883,-4.37,-9.67
8895 I26884,I26884,10.99,-10.05
8896 I26885,I26885,9.22,-12.05
8897 I26886,I26886,-6.05,-11.2
8898 I26887,I26887,2.6,-12.63
8899 I26888,I26888,4.45,-12.71
8900 I26889,I26889,11.69,-9.82
8901 I26890,I26890,11.88,-10.34
8902 I26891,I26891,6.04,-2.05
8903 I26892,I26892,-7.57,-6.14
8904 I26893,I26893,-8.7,2.49
8905 I26894,I26894,-8.51,2.18
8906 I26895,I26895,-3.45,-8.64
8907 I26896,I26896,-8.4,-19.99
8908 I26897,I26897,-9.21,2.12
8909 I26898,I26898,-3.64,-9.27
8910 I26899,I26899,5.33,-2.34
8911 I26900,I26900,-12.57,1.01
8912 I26901,I26901,3.31,-1.85
8913 I26902,I26902,9.16,-12.17
8914 I26903,I26903,0.53,-9.97
8915 I26904,I26904,9.21,-11.54
8916 I26905,I26905,4.34,-10.05
8917 I26906,I26906,-1.06,-8.81
8918 I26907,I26907,7.04,-2.99
8919 I26908,I26908,-9.53,-7.75
8920 I26909,I26909,-0.79,-9.58
8921 I26910,I26910,7.15,-2.95
8922 I26911,I26911,-1.74,-18.05
8923 I26912,I26912,-4.56,-14.19
8924 I26914,I26914,-9.02,-13.27
8925 I26915,I26915,4.63,-2.96
8926 I26916,I26916,-7.63,3.17
8927 I26917,I26917,-8.35,-5.3
8928 I26918,I26918,-2.68,-16.27
8929 I26919,I26919,8,-11.71
8930 I26920,I26920,-3.42,-11.78
8931 I26921,I26921,-0.26,-9.63
8932 I26922,I26922,-4.93,-14.87
8933 I26923,I26923,-6.95,-18.24
8934 I26924,I26924,1.77,-13.17
8935 I26925,I26925,-1.7,-15.5
8936 I26926,I26926,9.41,-13.02
8937 I26927,I26927,-0.07,-11.9
8938 I26928,I26928,1.34,-14.57
8939 I26929,I26929,4.21,-13.81
8940 I26930,I26930,4.23,-13.32
8941 I26931,I26931,6.46,-10.98
8942 I26932,I26932,9.57,-10.98
8943 I26933,I26933,9.99,-10.66
8944 I26934,I26934,3.93,-9.32
8945 I26935,I26935,11.91,-10.27
8946 I26936,I26936,5.54,-12.09
8947 I26937,I26937,11.84,-8.48
8948 I26938,I26938,14.1,-8.16
8949 I26939,I26939,12.01,-8.01
8950 I26940,I26940,9.69,-10.38
8951 I26941,I26941,7.17,-12.5
8952 I26942,I26942,7.96,-11.58
8953 I26943,I26943,12.6,-9.98
8954 I26944,I26944,11.75,-11.44
8955 I26945,I26945,15.36,-9.74
8956 I26946,I26946,12.62,-9.9
8957 I26947,I26947,14.17,-9.66
8958 I26948,I26948,12.83,-10.25
8959 I26949,I26949,9.44,-11.73
8960 I26950,I26950,11.06,-12.9
8961 I26951,I26951,8.29,-14.28
8962 I26952,I26952,4.95,-14.95
8963 I26953,I26953,5.77,-16.45
8964 I26954,I26954,7.2,-16.4
8965 I26955,I26955,4.98,-15.9
8966 I26956,I26956,5.86,-15.31
8967 I26957,I26957,4.91,-14.63
8968 I26958,I26958,3.9,-14.48
8969 I26959,I26959,-12.52,-12.53
8970 I26960,I26960,8.16,-13.5
8971 I26961,I26961,5.28,-13.35
8972 I26962,I26962,8.66,-14.04
8973 I26963,I26963,7.44,-13.6
8974 I26964,I26964,4.45,-13.77
8975 I26965,I26965,7.78,-14.18
8976 I26966,I26966,8.21,-14.03
8977 I26967,I26967,8.64,-13.84
8978 I26968,I26968,6.11,-13.37
8979 I26969,I26969,5.11,-13.72
8980 I26970,I26970,3.16,-13.58
8981 I26971,I26971,5.58,-13.77
8982 I26972,I26972,5.19,-13.76
8983 I26973,I26973,-2.72,-12.72
8984 I26974,I26974,-10.98,-11.43
8985 I26975,I26975,5.82,-15.62
8986 I26976,I26976,-2.33,-16.84
8987 I26977,I26977,3.02,-15.8
8988 I26978,I26978,5.32,-15.32
8989 I26979,I26979,0.69,-15.02
8990 I26981,I26981,0.85,-15.34
8991 I26982,I26982,-12.97,-13.25
8992 I26983,I26983,-13.55,-14.42
8993 I26984,I26984,-12.6,-13
8994 I26985,I26985,-7.46,-13.94
8995 I26986,I26986,-12.98,-13.1
8996 I26987,I26987,-9.98,-12.77
8997 I26988,I26988,-12.73,-12.47
8998 I26989,I26989,-12.85,-12.5
8999 I26991,I26991,-2.78,-0.27
9000 I26997,I26997,4.8,-5.84
9001 I26998,I26998,1.39,-6.22
9002 I27001,I27001,9.73,-6.4
9003 I27002,I27002,10.49,-5.65
9004 I27004,I27004,-3.98,-17.88
9005 I27005,I27005,-5.9,-18.99
9006 I27006,I27006,1.42,-6.27
9007 I27007,I27007,3.45,-7.06
9008 I27008,I27008,2.42,-6.09
9009 I27009,I27009,2.48,-6.07
9010 I27013,I27013,9.01,-5.74
9011 I27029,I27029,2.49,-6.25
9012 I27032,I27032,-0.1,-8.01
9013 I27033,I27033,1.67,-6.78
9014 I27077,I27077,6.16,-5.2
9015 I27078,I27078,-5.63,-2.96
9016 I27083,I27083,7.46,-12.08
9017 I27093,I27093,-1.46,-4.55
9018 I27097,I27097,19.37,-4.98
9019 I27098,I27098,15.05,-5.36
9020 I27099,I27099,16.93,-5.69
9021 I27100,I27100,-2.01,-6.29
9022 I27101,I27101,0.42,-13.33
9023 I27102,I27102,-10.52,-11.33
9024 I27103,I27103,-8.59,-9.24
9025 I27104,I27104,14.16,-7.76
9026 I27105,I27105,-0.14,-17.01
9027 I27106,I27106,-5.28,-8.49
9028 I27107,I27107,-5.97,-7.99
9029 I27108,I27108,5.49,-10.62
9030 I27109,I27109,18.41,-5.75
9031 I27110,I27110,11.49,-4.16
9032 I27111,I27111,-9.4,-6.09
9033 I27112,I27112,4.21,-2.63
9034 I27113,I27113,15.14,-4.12
9035 I27114,I27114,3.99,-7.04
9036 I27115,I27115,9.13,-4.47
9037 I27116,I27116,17.21,-4.28
9038 I27117,I27117,-2.5,-4.55
9039 I27118,I27118,9.81,-6.77
9040 I27119,I27119,21.43,-5.73
9041 I27120,I27120,14.93,-6.94
9042 I27121,I27121,3.37,-5.28
9043 I27122,I27122,-4.68,-4.81
9044 I27123,I27123,10.35,-9.62
9045 I27124,I27124,-4.14,-9.55
9046 I27125,I27125,10.01,-11.81
9047 I27126,I27126,8.54,-12.74
9048 I27127,I27127,6.67,-13
9049 I27128,I27128,7.86,-12.75
9050 I27129,I27129,8.62,-9.68
9051 I27130,I27130,-1.36,-8.22
9052 I27131,I27131,10.21,-10.16
9053 I27132,I27132,-7.84,2.27
9054 I27133,I27133,8.22,-10.7
9055 I27134,I27134,-8.11,-7.49
9056 I27135,I27135,-8.44,-7.54
9057 I27136,I27136,-5.18,-19.18
9058 I27137,I27137,5.82,-2.74
9059 I27138,I27138,-11.31,-7.36
9060 I27139,I27139,-7.59,-8.35
9061 I27140,I27140,5.5,-2.39
9062 I27141,I27141,7.26,-11.79
9063 I27142,I27142,8.77,-3.35
9064 I27143,I27143,1.68,-10.28
9065 I27144,I27144,11.54,-11.23
9066 I27145,I27145,12.1,-11.48
9067 I27146,I27146,2.98,-1.42
9068 I27147,I27147,-11.84,-8.03
9069 I27148,I27148,-11.29,3.03
9070 I27149,I27149,-0.75,-10.33
9071 I27150,I27150,-3.52,-3.91
9072 I27151,I27151,-13.28,-11.08
9073 I27152,I27152,-14.61,-12.75
9074 I27154,I27154,-13.56,-11.39
9075 I27155,I27155,-11.51,2.94
9076 I27156,I27156,8.34,-2.6
9077 I27157,I27157,5.89,-1.69
9078 I27158,I27158,-5.55,-15.65
9079 I27159,I27159,-5.12,-18.92
9080 I27160,I27160,-1.3,-13.1
9081 I27161,I27161,3.2,-12.79
9082 I27162,I27162,-10.03,-15.65
9083 I27163,I27163,-5.68,-15.04
9084 I27164,I27164,-1.12,-15.45
9085 I27165,I27165,0.79,-15.08
9086 I27166,I27166,1.65,-14.14
9087 I27167,I27167,-12,-12.49
9088 I27168,I27168,3.7,-12.84
9089 I27169,I27169,5.62,-11.8
9090 I27170,I27170,-10.13,-11.69
9091 I27171,I27171,3.14,-13.11
9092 I27172,I27172,7.63,-11.56
9093 I27173,I27173,1.66,-12.36
9094 I27174,I27174,-1.68,-12.75
9095 I27175,I27175,11.47,-10.38
9096 I27176,I27176,3.75,-10.36
9097 I27177,I27177,17.58,-9.65
9098 I27178,I27178,4.43,-10.42
9099 I27179,I27179,7.47,-8.25
9100 I27180,I27180,15.05,-11.25
9101 I27181,I27181,14.79,-10.48
9102 I27182,I27182,9.26,-11.56
9103 I27183,I27183,9.03,-12.48
9104 I27184,I27184,14.2,-11.18
9105 I27185,I27185,15.42,-10.85
9106 I27186,I27186,18.6,-10.61
9107 I27187,I27187,12.8,-9.47
9108 I27188,I27188,6.24,-10.46
9109 I27189,I27189,15.94,-12.43
9110 I27190,I27190,8.3,-11.76
9111 I27191,I27191,10.17,-11.35
9112 I27192,I27192,7.02,-13.13
9113 I27193,I27193,8.71,-15.05
9114 I27194,I27194,4.27,-16.2
9115 I27195,I27195,3.32,-17.18
9116 I27196,I27196,10.11,-13.16
9117 I27197,I27197,9.83,-13.87
9118 I27198,I27198,9.9,-12.97
9119 I27199,I27199,12.97,-13.83
9120 I27200,I27200,10.23,-13.32
9121 I27201,I27201,8.64,-13.4
9122 I27202,I27202,7.7,-13.66
9123 I27203,I27203,9.02,-13.99
9124 I27204,I27204,9.92,-13.7
9125 I27205,I27205,10.81,-13.8
9126 I27206,I27206,6.14,-14.45
9127 I27207,I27207,9.87,-14.24
9128 I27208,I27208,9,-13.82
9129 I27209,I27209,6.66,-14.17
9130 I27210,I27210,9.9,-14.03
9131 I27211,I27211,5.71,-13.74
9132 I27212,I27212,11.96,-14.13
9133 I27213,I27213,-10.54,-11.84
9134 I27214,I27214,5.92,-13.17
9135 I27215,I27215,4.7,-13.49
9136 I27216,I27216,6.59,-16.63
9137 I27217,I27217,-0.13,-15.53
9138 I27218,I27218,0.44,-16.64
9139 I27219,I27219,-2.75,-15.63
9140 I27220,I27220,2.25,-16.16
9141 I27223,I27223,-0.91,-15.4
9142 I27224,I27224,-3.18,-14.59
9143 I27225,I27225,-12.53,-12.91
9144 I27226,I27226,-13,-13.47
9145 I27227,I27227,-1.74,-14.9
9146 I27228,I27228,-13.26,-13.26
9147 I27229,I27229,-12.84,-12.65
9148 I27230,I27230,-12.86,-12.54
9149 I27231,I27231,-12.85,-12.53
9150 I27243,I27243,9.96,-6.24
9151 I27244,I27244,10.89,-5.96
9152 I27245,I27245,9.09,-6.12
9153 I27247,I27247,-4.27,-18.62
9154 I27248,I27248,0.48,-6.4
9155 I27249,I27249,3.45,-6.27
9156 I27250,I27250,2.18,-5.98
9157 I27251,I27251,4.44,-8.18
9158 I27252,I27252,1.35,-6.26
9159 I27257,I27257,8.86,-5.93
9160 I27258,I27258,9.83,-6.09
9161 I27276,I27276,2.25,-6.8
9162 I27277,I27277,-10.79,-22.33
9163 I27327,I27327,8.49,-12.27
9164 I27336,I27336,-8.9,-7.01
9165 I27337,I27337,8.82,-5.1
9166 I27338,I27338,9.04,-5.43
9167 I27341,I27341,11.75,-6.15
9168 I27342,I27342,15.4,-5.32
9169 I27343,I27343,10.54,-5.23
9170 I27344,I27344,8.16,-6.71
9171 I27345,I27345,-4.28,-15.09
9172 I27346,I27346,-4.36,-16.95
9173 I27347,I27347,2.18,-13.06
9174 I27348,I27348,-1.55,-6.48
9175 I27349,I27349,14.19,-7.69
9176 I27350,I27350,2.99,-14.17
9177 I27351,I27351,-1.52,-13.6
9178 I27352,I27352,6.42,-9.24
